time,HD__1_63_61,HD__1_48_76,HD__1_41_82,HD__1_86_51,HD__1_38_35,HD__1_118_33,HD__1_111_87,HD__1_40_14,HD__1_27_108,HD__1_7_52,HD__1_14_9,HD__2_63_61
1.000000000000,37.21788745,37.20658396,37.19057313,37.23611899,37.28797047,37.53503278,37.23253842,37.55068499,37.15886372,37.18738842,37.39873214,37.21906212
1.948280537101,37.21634513,37.20658396,37.19057313,37.23611899,37.28797047,37.53503278,37.23253838,37.55068499,37.15886373,37.18738842,37.39873214,37.21900121
3.275873289043,37.21199042,37.20658395,37.19057313,37.23611899,37.28797047,37.53503278,37.23253832,37.55068499,37.15886376,37.18738843,37.39873214,37.21889682
5.134503141762,37.20315666,37.20658395,37.19057313,37.23611898,37.28797047,37.53503278,37.23253823,37.55068499,37.15886379,37.18738843,37.39873214,37.21862017
7.736584935567,37.18804106,37.20658395,37.19057313,37.23611897,37.28797047,37.53503278,37.23253812,37.55068499,37.15886383,37.18738844,37.39873214,37.21828597
11.37949944690,37.16520048,37.20658395,37.19057313,37.23611896,37.28797047,37.53503278,37.23253795,37.55068499,37.15886388,37.18738844,37.39873214,37.21775327
16.47957976276,37.13410089,37.20658394,37.19057313,37.23611895,37.28797047,37.53503278,37.23253773,37.55068499,37.15886396,37.18738845,37.39873214,37.21732667
23.61969220496,37.09536947,37.20658393,37.19057313,37.23611893,37.28797047,37.53503278,37.23253742,37.55068499,37.15886404,37.18738846,37.39873214,37.21617297
33.61584962404,37.05055346,37.20658391,37.19057313,37.23611890,37.28797047,37.53503278,37.23253698,37.55068499,37.15886417,37.18738847,37.39873214,37.21483340
47.61047001076,37.00149584,37.20658388,37.19057313,37.23611886,37.28797047,37.53503278,37.23253638,37.55068499,37.15886432,37.18738849,37.39873214,37.21317626
67.20293855217,36.94977666,37.20658381,37.19057313,37.23611881,37.28797047,37.53503278,37.23253565,37.55068499,37.15886452,37.18738851,37.39873214,37.21113025
94.63239451014,36.89646877,37.20658366,37.19057312,37.23611873,37.28797047,37.53503278,37.23253462,37.55068499,37.15886473,37.18738852,37.39873214,37.20826490
133.0336328513,36.84219260,37.20658336,37.19057310,37.23611863,37.28797047,37.53503278,37.23253325,37.55068499,37.15886496,37.18738854,37.39873214,37.20469345
186.7953665289,36.78727857,37.20658269,37.19057307,37.23611848,37.28797047,37.53503278,37.23253148,37.55068499,37.15886516,37.18738854,37.39873214,37.20015193
262.0617936776,36.73190265,37.20658065,37.19057299,37.23611825,37.28797047,37.53503278,37.23252910,37.55068499,37.15886526,37.18738853,37.39873214,37.19441833
367.4347916857,36.67616559,37.20657046,37.19057282,37.23611786,37.28797047,37.53503278,37.23252582,37.55068499,37.15886517,37.18738848,37.39873213,37.18723972
514.9569888971,36.62013060,37.20651546,37.19057249,37.23611716,37.28797047,37.53503278,37.23252110,37.55068499,37.15886476,37.18738838,37.39873213,37.17836671
721.4880649930,36.56383254,37.20627329,37.19057177,37.23611568,37.28797046,37.53503278,37.23251494,37.55068499,37.15886395,37.18738820,37.39873213,37.16737764
1010.631571527,36.50729873,37.20544933,37.19057020,37.23611141,37.28797044,37.53503278,37.23250728,37.55068498,37.15886268,37.18738791,37.39873212,37.15402576
1415.432480675,36.45055753,37.20324113,37.19056611,37.23609394,37.28797041,37.53503278,37.23249801,37.55068498,37.15886102,37.18738746,37.39873211,37.13787918
1982.153753483,36.39361608,37.19842461,37.19055067,37.23601516,37.28797032,37.53503278,37.23248762,37.55068498,37.15885889,37.18738680,37.39873210,37.11893840
2775.563535413,36.33649541,37.18958287,37.19048195,37.23570865,37.28797012,37.53503277,37.23247624,37.55068497,37.15885623,37.18738584,37.39873209,37.09672624
3886.337230115,36.27921606,37.17548832,37.19020649,37.23474346,37.28796969,37.53503277,37.23246383,37.55068496,37.15885284,37.18738454,37.39873206,37.07106908
5441.420402698,36.22178416,37.15542770,37.18931234,37.23228311,37.28796878,37.53503276,37.23245026,37.55068493,37.15884845,37.18738275,37.39873203,37.04192848
7618.536844314,36.16427773,37.12929719,37.18698106,37.22709900,37.28796686,37.53503276,37.23243577,37.55068490,37.15884261,37.18738039,37.39873199,37.00941108
10666.49986258,36.10674815,37.09754597,37.18199402,37.21782868,37.28796288,37.53503274,37.23241999,37.55068483,37.15883337,37.18737730,37.39873192,36.97369101
14933.64808815,36.04932494,37.06095087,37.17298891,37.20335801,37.28795484,37.53503273,37.23240241,37.55068471,37.15881434,37.18737298,37.39873182,36.93504598
20907.65560394,35.99192479,37.02041618,37.15886434,37.18308125,37.28793889,37.53503270,37.23232151,37.55068448,37.15861402,37.18736241,37.39873166,36.89369762
29271.26612605,35.93410072,36.97658768,37.13910430,37.15686058,37.28790793,37.53503263,37.23208597,37.55068407,37.15811411,37.18732519,37.39873143,36.84959062
40980.32085701,35.87535528,36.92998429,37.11384118,37.12477410,37.28784885,37.53503247,37.23142407,37.55068331,37.15698817,37.18719719,37.39873106,36.80266331
