time,HD__1_63_61,HD__1_48_76,HD__1_41_82,HD__1_86_51,HD__1_38_35,HD__1_118_33,HD__1_111_87,HD__1_40_14,HD__1_27_108,HD__1_7_52,HD__1_14_9,HD__2_63_61
1.000000000000,37.21081650,37.19870098,37.18162567,37.23164034,37.34786906,37.58674069,37.23926584,37.54985768,37.14620026,37.18297635,37.37257369,37.21401025
2.000000000000,35.02464366,36.27048186,36.66585971,36.34838358,36.71200026,37.41276922,37.13649153,37.11995618,37.03881299,37.12200460,37.24725577,36.04147638
