time,HD__1_63_61,HD__1_48_76,HD__1_41_82,HD__1_86_51,HD__1_38_35,HD__1_118_33,HD__1_111_87,HD__1_40_14,HD__1_27_108,HD__1_7_52,HD__1_14_9,HD__2_63_61
1.000000000000,37.21329434,37.20171475,37.18548177,37.23296622,37.36073008,37.59161066,37.23580910,37.56076084,37.15230599,37.18574024,37.37618365,37.21670456
2.000000000000,35.01286672,36.26069320,36.65762825,36.33647427,36.71937384,37.41565530,37.12096970,37.13181339,37.03319274,37.11919863,37.24968578,36.03130241
