time,HD__1_63_61,HD__1_48_76,HD__1_41_82,HD__1_86_51,HD__1_38_35,HD__1_118_33,HD__1_111_87,HD__1_40_14,HD__1_27_108,HD__1_7_52,HD__1_14_9,HD__2_63_61
1.000000000000,37.21788749,37.20658399,37.19057317,37.23611903,37.28797050,37.53503280,37.23253846,37.55068501,37.15886375,37.18738844,37.39873215,37.21906215
1.948280537101,37.21741735,37.20658399,37.19057317,37.23611902,37.28797050,37.53503280,37.23253845,37.55068501,37.15886375,37.18738844,37.39873215,37.21906210
3.275873289043,37.21598528,37.20658399,37.19057317,37.23611902,37.28797050,37.53503280,37.23253844,37.55068501,37.15886376,37.18738844,37.39873215,37.21906185
5.134503141762,37.21279194,37.20658399,37.19057317,37.23611902,37.28797050,37.53503280,37.23253843,37.55068501,37.15886376,37.18738844,37.39873215,37.21906092
7.736584935567,37.20666985,37.20658399,37.19057317,37.23611902,37.28797050,37.53503280,37.23253841,37.55068501,37.15886377,37.18738845,37.39873215,37.21905818
11.37949944690,37.19613056,37.20658399,37.19057317,37.23611901,37.28797050,37.53503280,37.23253838,37.55068501,37.15886378,37.18738845,37.39873215,37.21905114
16.47957976276,37.17960117,37.20658398,37.19057317,37.23611900,37.28797050,37.53503280,37.23253834,37.55068501,37.15886380,37.18738845,37.39873215,37.21903495
23.61969220496,37.15585331,37.20658398,37.19057317,37.23611899,37.28797050,37.53503280,37.23253829,37.55068501,37.15886382,37.18738846,37.39873215,37.21900128
33.61584962404,37.12446092,37.20658398,37.19057317,37.23611898,37.28797050,37.53503280,37.23253821,37.55068501,37.15886384,37.18738847,37.39873215,37.21893742
47.61047001076,37.08600315,37.20658397,37.19057317,37.23611896,37.28797050,37.53503280,37.23253811,37.55068501,37.15886388,37.18738848,37.39873215,37.21882593
67.20293855217,37.04183951,37.20658396,37.19057317,37.23611893,37.28797050,37.53503280,37.23253796,37.55068501,37.15886393,37.18738849,37.39873215,37.21864444
94.63239451014,36.99358574,37.20658395,37.19057317,37.23611889,37.28797051,37.53503280,37.23253776,37.55068501,37.15886399,37.18738851,37.39873215,37.21836459
133.0336328513,36.94264383,37.20658393,37.19057317,37.23611884,37.28797051,37.53503279,37.23253748,37.55068501,37.15886408,37.18738853,37.39873215,37.21794908
186.7953665289,36.88999444,37.20658391,37.19057317,37.23611878,37.28797051,37.53503279,37.23253710,37.55068501,37.15886419,37.18738855,37.39873215,37.21734692
262.0617936776,36.83623392,37.20658386,37.19057317,37.23611871,37.28797051,37.53503279,37.23253657,37.55068501,37.15886433,37.18738856,37.39873215,37.21648694
367.4347916857,36.78170753,37.20658372,37.19057316,37.23611862,37.28797052,37.53503279,37.23253585,37.55068501,37.15886451,37.18738857,37.39873215,37.21526992
514.9569888971,36.72661812,37.20658262,37.19057316,37.23611853,37.28797053,37.53503278,37.23253488,37.55068501,37.15886472,37.18738856,37.39873215,37.21355842
721.4880649930,36.67109389,37.20657330,37.19057316,37.23611843,37.28797054,37.53503277,37.23253359,37.55068501,37.15886497,37.18738851,37.39873215,37.21116362
1010.631571527,36.61522311,37.20651528,37.19057315,37.23611833,37.28797055,37.53503276,37.23253189,37.55068501,37.15886523,37.18738842,37.39873215,37.20782874
1415.432480675,36.55906192,37.20625434,37.19057313,37.23611807,37.28797058,37.53503275,37.23252966,37.55068500,37.15886548,37.18738824,37.39873214,37.20320801
1982.153753483,36.50266713,37.20537238,37.19057302,37.23611614,37.28797061,37.53503273,37.23252689,37.55068500,37.15886567,37.18738795,37.39873214,37.19684594
2775.563535413,36.44606649,37.20303910,37.19057185,37.23610232,37.28797065,37.53503271,37.23252321,37.55068499,37.15886575,37.18738751,37.39873214,37.18815253
3886.337230115,36.38930713,37.19801905,37.19056186,37.23602691,37.28797071,37.53503269,37.23251854,37.55068498,37.15886560,37.18738686,37.39873213,37.17639467
5441.420402698,36.33243482,37.18892065,37.19050118,37.23571675,37.28797079,37.53503266,37.23251276,37.55068497,37.15886515,37.18738592,37.39873213,37.16070538
7618.536844314,36.27549177,37.17457807,37.19023330,37.23472912,37.28797090,37.53503264,37.23250583,37.55068495,37.15886431,37.18738463,37.39873212,37.14013385
10666.49986258,36.21849801,37.15434707,37.18934025,37.23221706,37.28797105,37.53503263,37.23249756,37.55068493,37.15886303,37.18738291,37.39873210,37.11377159
14933.64808815,36.16136286,37.12816405,37.18700073,37.22694186,37.28797112,37.53503266,37.23248651,37.55068489,37.15886074,37.18738068,37.39873208,37.08104265
20907.65560394,36.10386176,37.09638868,37.18199379,37.21748606,37.28797016,37.53503275,37.23247312,37.55068484,37.15885661,37.18737790,37.39873205,37.04172091
29271.26612605,36.04543586,37.05951570,37.17290944,37.20253646,37.28796299,37.53503292,37.23245691,37.55068477,37.15884624,37.18737436,37.39873201,36.99611485
40980.32085701,35.98528235,37.01786947,37.15845883,37.18108503,37.28792676,37.53503324,37.23243430,37.55068468,37.15881109,37.18736873,37.39873194,36.94490677
57372.99748035,35.92236313,36.97140641,37.13773353,37.15242033,37.28777592,37.53503374,37.23234034,37.55068454,37.15852449,37.18734808,37.39873183,36.88862397
80322.74475303,35.85595583,36.92015103,37.11037620,37.11603785,37.28723393,37.53503448,37.23203038,37.55068436,37.15780906,37.18726825,37.39873166,36.82779606
112452.3909348,35.78567945,36.86437301,37.07682342,37.07166260,37.28555674,37.53503547,37.23117558,37.55068411,37.15627637,37.18701660,37.39873137,36.76273355
157433.8955892,35.71152547,36.80474436,37.03825349,37.01914160,37.28114726,37.53503626,37.22917723,37.55068377,37.15339016,37.18636085,37.39873088,36.69350696
220408.0021055,35.63465706,36.74269099,36.99643995,36.95896667,37.27137580,37.53503404,37.22519515,37.55068327,37.14858211,37.18494201,37.39873004,36.62052828
308571.7512282,35.55642005,36.67986136,36.95318276,36.89213539,37.25302985,37.53501594,37.21872785,37.55068231,37.14121596,37.18228476,37.39872859,36.54640573
432001.0000000,35.47895170,36.61813381,36.90997198,36.82065948,37.22340848,37.53493259,37.20910870,37.55067886,37.13108754,37.17800539,37.39872603,36.47245311
